Text,True_Label
aqil sijoj jokowi cucu kandung nabi musa coba beliau mengakuinya,1
akun facebook wakil gubernur ntb sitti rohmi djalilah,1
presiden macron dilempari telur menghina islam,1
organisasi relawan diklaim dukung moeldoko nyapres,0
ketua ppp suharso monoarfa temui rais aam pbnu kiai miftachul akhyar,0
demonstran membakar rumah ayatollah khomeini november,1
perayaan agustus jet tempur f membentuk formasi lintasi istana merdeka,0
suara auman raksasa aceh pagi,1
penyanyi zinidin zidan meninggal dunia,1
tanggapi dukungan pan ganjar pranowo biarlah ketum tentukan,0
pesan sms kasat reskrim polresta pontianak kota dana,1
tol pejagan brebes tutup total,1
mia khalifa bunuh,1
swafoto gus yaqut narasi nasionalis semu mencintai pdi p,1
fotografer bernama darren pearson menangkap momen indah petir menyambar pohon,1
jateng kebanjiran ulah anies,1
tentara australia menyerah pasukan indonesia,1
gempa magnitude hancurkan maluku,1
beda respon prabowo muhaimin ahy pengamat beda posisi partai,0
kemendagri hamdan pongrewa plt bupati penajam paser utara,0
isu pertemuan rahasia israel pengamat anggap langkah kemenlu,0
foto anak ukraina melempar batu tank tentara rusia,1
jokowi sdh berkunjung christchurch,1
survei indikator dpr parpol konsisten urutan terbawah kepercayaan publik,0
koran inggris,1
tuding kpu curang massa partai prima bentrok polisi,0
jokowi tolak usulan penundaan pemilu,0
video logo pornhub muncul siaran cnn,1
chemtrail gempur jakarta februari malam,1
fenomena langka manusia siluman,1
kerja pertahanan prabowo bertemu menteri angkatan bersenjata prancis,0
gadget wifi sebabkan kanker darah,1
restoran sederhana ulang membagikan makanan gratis,1
foto proses produksi mobil esemka,1
perbedaan elektabilitas popularitas politik,0
pengikut rizieq shihab kabur malam ditemukan tergeletak jalan,1
ton minyak goreng kediaman ibas,1
foto artikel madinah dilanda gempa tanda dajjal persembunyiannya,1
video ras reptil ciakahrr penduduk asli bumi,1
hary tanoe partai berkarya bergabung koalisi partai nonparlemen,0
babi berbulu domba diciptakan austria mengecoh umat muslim,1
anies baswedan bungkam pertemuan surya paloh jokowi optimistis koalisi pendukungnya solid,0
isi bbm gratis spbu indonesia tanggal februari,1
sinyal jokowi dukung ganjar pranowo capres masinton tunggu keputusan ketua,0
pesan berantai rekrutmen relawan merawat pasien covid wisma atlet dokter irna,1
video polisi china menganiaya wanita uighur lehernya cekik pake kaki,1
pendaftaran cpns tutup juli,1
jokowi temui relawan istana bogor terpancing isu politik,0
mahathir mohamad hadir rakernas nasdem,0
foto anies baswedan berswafoto lokasi banjir,1
mahfud md cerita dokumen hilang serentak setneg polisi kejaksaan,0
gambar tangkapan layar artikel berjudul jokowi pilih andika calon panglima tni,1
usulkan nu muhammadiyah raih nobel ramos horta suarakan perdamaian,0
mobil listrik murah wuling e dijual indonesia,1
tertolong selamat jalan fadlizon kejanggalan kepergian nya,1
viagra menyembuhkan covid,1
ratusan kepala desa gelar aksi gedung dpr jabatan diperpanjang,0
ahy bertemu anies baswedan besok demokrat publik berharap berpasangan,0
imbauan lepas masker rabu juli bupati jember,1
remaja aceh alami gangguan saraf bermain game online,1
gambar denny siregar musuh warga tasikmalaya truk,1
jokowi fifa bantu perbaiki tata kelola sepak bola indonesia,0
desain kota lambang israel,1
china menjajah nkri salah satunya komplek khusus rumah elit china bertuliskan china,1
marc marquez bandara internasional sultan hasanuddin kediaman daeng naba tukang urut,1
ukraina menjual tank bekas rusia situs ebay,1
wabah flu spanyol penyebabnya virus gejala pneumonia bakteri akibat wajib masker,1
gerindra ulang sekjen kader dukung penuh prabowo pilpres,0
foto badai petir angkasa,1
cegah polarisasi lhkp muhammadiyah dukung penghapusan ambang batas presiden,0
resmi pj gubernur dki heru budi hartono padat minggu keliling,0
usman hamid pengesahan ruu dob papua penyelundupan hukum,0
foto fenomena mata sphinx tertutup mei,1
ma ruf amin saksikan timnas indonesia vs thailand final aff,0
jokowi dibesar besarkan penusukan ustad ali jaber kriminal ustad nda mati,1
fifa pajang kaki pele museum,1
kematian tragis panglima kerajaan aceh teuku nyak makam,0
anggota dpr bilang penunjukan ketua komnas ham sesuai aturan,0
partai buruh ajukan judicial review uu ppp mahkamah konstitusi,0
pejabat pemprov ntb dana bantuan sosial whatsapp,1
landasan pacu bandara dubai dihiasi pohon natal,1
foto kader pks kampanyekan anak istri,1
fadli zon lho hak menyukai bokep,1
diduga langgar etik pembunuhan brigadir j wadirreskrimum ditahan mako brimob,0
donald trump ratu elizabeth gelar bangsawan pribadi,1
pdip dorong polisi usut mahasiswa gorontalo lontarkan orasi jorok jokowi,0
penipuan model format pengalihan data modus mengirim pulsa,1
campuran air kelapa muda jeruk nipis garam madu mengobati covid,1
charta politika penyebab kepuasan pemerintahan jokowi,0
innalillahi sedih ustadzah kondang mama dedeh meninggal dunia,1
video momen sri mulyani nge vlog bareng presiden jokowi ktt g roma,1
mk bolehkan menteri maju capres mundur dpr ganggu pekerjaan,0
mk putuskan gugatan uu ikn selasa besok,0
partai buruh targetkan kursi dpr ri kepala daerah,0
prabowo usia kuliah amerika serikat beasiswa,1
anggota aliansi reformasi rkuhp berdebat sengit ketua komisi dpr,0
presiden soekarno umumkan corak demokrasi terpimpin,0
sby mendukung kerja pemerintah jokowi,1
pemimpin g tinggalkan bali menlu rusia pm korsel,0
alyssa soebandono meninggal dunia,1
foto erdogan cium tangan joe biden,1
video sertifikat halal mui kuasai ratusan triliunan rupiah,1
ratusan burung gagak hitam terbang kiev,1
gambar seruan siaga majelis ulama indonesia,1
sms bencana dikeluarkan bmkg,1
jokowi resmikan pasar seni sukawati gianyar bali dibangun ulang,0
jelang g luhut orang tolong jokowi,0
dewan kopral dideklarasikan oktober ganjar menahan,0
warung makan klaten dibakar warga berjualan puasa,1
demonstrasi kenaikan harga bbm faktanya,0
puan maharani presiden perempuan,0
dpr pembahasan perpu cipta kerja agenda strategis,0
pkb jadwal pemilu diputuskan alasannya,0
sederhana medical check up sendok,1
tiket motogp mandalika ludes formula e apbdnya ludes,1
hasto pdip ingatkan menteri pencitraan gerak capres,0
rocky gerung anies baswedan mahar samakan preferensi cawapres,0
meriahkan upacara agustus istana menteri hadir pakai baju adat,0
foto lelaki menginjak merah putih,1
pelantikan bambang susantono kepala otorita ikn sore,0
fadli pemerintah jemput eks isis menyusul,1
hasto kristiyanto bilang pdip putuskan calon pilkada dki jakarta,0
diaspora indonesia gugat presidential threshold mk,0
dugaan intimidasi verifikasi faktual parpol daerah kpu disomasi,0
video gempa jambi gempa kuat jambi musi banyuasin warga panik gempa musi banyuasin,1
fahmi idris tutup usia tokoh melayat rumah duka,0
diagendakan bertemu joe biden jokowi bahas isu perdamaian,0
foto planet saturnus cincinnya,1
rachmat gobel bantah nasdem lobi istana jelang reshuffle kabinet,0
pembatasan sosial jakarta bandung diterapkan,1
antek jongos budak asing,1
surat sosialisasi sinta versi ditjen diktiristek kemendikbudristek,1
pandangan kritis azyumardi azra pemindahan ikn,0
akui pembicaraan politis rocky gerung gibran bahas pilkada dki,0
video hati yg suka mkn tlr orang cina bunuh orang tuh plan,1
pengobatan tumor ganas kanker cell cure rs gatot subroto jakarta,1
presiden mngusung jenazah muadzin,1
telapak tangan pendemo melepuh akibat gas air mata,1
berbau jawa jayapura hancur,1
survei indikator kepuasan jokowi turun elektabilitas anies baswedan,0
akun telegram bibit id,1
detik mistadi diterkam harimau sumatera,1
sungai inhulets ukraina berubah warna merah darah tentara ukraina,1
facebook foto pengguna bebas berganti nama meta,1
campuran air kelapa muda jeruk nipis garam menyembuhkan covid,1
madura kacau ribuan warga sampang madura kepung kpu tuntut kecurangan massa bentrok polisi,1
gambar tangkapan layar artikel cnn indonesia maruf amin hadiah milyar banser menang lawan kkb,1
jokowi deklarasikan darurat iklim indonesia,0
pemerintah perpanjang ppkm jawa bali januari,0
peragaan busana telornasi umat beragama,1
wadas dianggap ujian elektabilitas ganjar,0
ketangkap biang penyebar virus corona agen tka china,1
sholat ied mesjid istiqlal ribu orang meluber halaman gereja katedral adem,1
ppp alami konflik internal kpu pastikan verifikasi administrasi jalan,0
luhut umumkan solo raya semarang raya masuk ppkm level,0
telapak kaki relawan melepuh efek samping suntik vaksin covid,1
akun facebook pribadi kapolda papua barat tornagogo sihombing,1
jokowi ingatkan kpu pemilu teknis politis,0
moeldoko berharap muktamar muhammadiyah hasilkan pemimpin solutif,0
video lagu bengawan solo penutupan olympiade tokyo,1
penggunaan salah video post kejadian dmedan tni au disiksa cina kturunan,1
italia mengumumkan penyerahannya,1
makan buah perut kosong sembuhkan kanker,1
admin mca tertangkap polisi menikmati makan bareng fadlizon prabowo,1
didampingi prabowo jokowi terima menteri angkatan bersenjata perancis istana,0
anies melarikan eropa,1
ganjar pranowo sesalkan relawan bikin geger laporkan puan kpk usul jokowi ketum pdip,0
jokowi panggil zulkifli hasan isu reshuffle sekjen pan tebak mendag,0
data pertumbuhan ekonomi aceh,1
ceo moderna mengakui vaksin covid penyakit nama,1
dpr pemerintah berencana adakan raker pembahasan ruu tpks,0
foto pdt dr ir niko njotorahardjo mendukung paslon prabowo sandi,1
kantor staf presiden dob papua kuhp warisan jokowi,0
lpes ide penundaan pemilu kemasan presiden periode,0
akun whatsapp wali kota surabaya nomor donasi yayasan pondok pesantren,1
polemik sinyal pernyataan jokowi dukung prabowo capres,0
nasdem bantah motif terselubung pertemuan anies gibran,0
meme jokowi sah presiden indonesia turun,1
jokowi rapat energi pangan pekan,0
top nasional muhammadiyah partai pelita polemik penceramah radikal,0
kas negara menipis maruf amin masyarakat bantu pemerintah,1
prabowo ogah tes baca al quran pilih pesta wine joget hura hura,1
mahfud md anggap pernyataan jokowi penundaan pemilu,0
metro tv kegiatan parade harmoni ternate rangka menyambut natal,1
foto barack obama anthony fauci melinda gates mengunjungi pabrik coronavirus laboratorium cina wuhan,1
sinovac manjur china pindah pfizer moderna,1
prabowo menhan hulusi sepakati recana aksi kerja pertahanan ri turki,0
luhut cawapres anies baswedan pilpres,0
pelaku pembakaran mobil daerah jawa tertangkap,1
dwayne johnson the rock bagikan uang bantuan corona pengguna facebook,1
foto presiden jokowi narasi mengakui marahnya teks,1
mui mengeluarkan sertifikat halal makanan minuman,1
airlangga capres kib diumumkan,0
video emak emak labrak gudang kpu jombang jatim,1
gubernur lantik pj bupati pilihan tito pan pusat transparan,0
samsul bahri ketua kpps sydney pro,1
jokowi hadiri sesi retreat ktt apec pertemuan bilateral,0
yakult mencegah kanker paru paru,1
coronavirus memiliki paten,1
pria ditembak mati masjidil haram menyerukan slogan anti pemerintah,1
kampanye kampus ketua kpu syaratnya,0
foto donald trump menggendut,1
gambar pria yaman berhubungan seks kambing ditangkap polisi,1
prabowo temui rais aam ketua pbnu,0
akun facebook bupati madiun ahmad dawami ragil saputro,1
video kejadian angin kencang melanda merak banten,1
lelang online pt pegadaian,1
jokowi ikn finalis kontes kecantikan,0
kepala desa tuntut jabatan anggota dpr pemerintah klop,0
lumba lumba mati terdampar pantai karang perancak bali,1
undang sandiaga uno silaturahmi akbar ppp yogya dorong maju cawapres,0
nasdem tolak pembahasan amandemen uud khawatir penumpang gelap,0
makanan kaleng thailand menularkan virus aids,1
hasto pdip isu teguran ganjar pranowo,0
cari mitra koalisi presiden pks duduk rendah berdiri,0
jokowi resmikan masjid sekolah partai pdip rabu megawati hadir,0
lowongan kerja pt angkasa pura ii persero posisi,1
aktifitas hp terpantau bssn,1
yasonna sarankan puas kuhp ajukan gugatan pakar independensi mk,0
hakim cecar arif rachman arifin alasan patahkan laptop dimusnahkan dibakar,0
rusia islam menggema tentara kalamullah lantunkan,1
cak imin putuskan pasangan capres cawapres waketum pkb sinyal kkir bubar,0
gelombang panas melanda negara,1
video anak anak ujian kfc,1
gerindra berharap koalisi pdip terbuka reuni,0
form pendataan usaha mikro ultra mikro,1
survei charta politika ganjar pranowo ungguli puan maharani jawa timur,0
lenteng agung megawati pengarahan kepala daerah,0
ratusan bus bakauheni jakarta diputar april,1
akun whatsapp kepala dishub buleleng gede gunawan,1
lukas enembe ahy duga intervensi elemen negara,0
presiden jokowi ditemani gubernur berkemah ikn,0
video marquez goyang dangdut,1
foto africa vs africa in american movies,1
video pria ditinggal nikah pacaran,1
ir soekarno jendral soedirman abdurrahman baswedan kakek anies baswedan,1
video demo amerika pandemik covid,1
lockdown perwilayah lockdown bali tanggal maret,1
megawati hut pdip kasihan jokowi urusan gue ibumu pintar cantik,0
minum air es makan perut buncit,1
waketum golkar dukung gibran rakabuming maju pilkada dki jakarta,0
yusrilihza mhd london menutup gereja membuka mesjid,1
arti segregasionis alasan cap pemerintah singapura tolak uas,0
menikah kaesang erina tempuh meja hijau,1
wapres kaget aliran uang jiwasraya masuk dana kampanye jokowi maruf,1
capres ridwan kamil dukung airlangga balas budi golkar,0
video pasien meninggal menit divaksin,1
survei prabowo ganjar pranowo elektabilitas hasto pdip cermati,0
acara nasdem mahathir mohamad pemimpin berani amputasi,0
survei tingkat kepercayaan institusi ipi tni dipercaya,0
cita cita wujudkan menjadikan indonesia negara komunis terbesar dunia,1
kib prioritaskan capres internal golkar konsisten sodorkan nama airlangga,0
cristiano ronaldo resmi menikah istrinya arab,1
sowan kiai kholil as ad syamsul arifin sandiaga uno pesan pemilu,0
video najwa shihab tampar mulut farhat abbas nikita mirzani,1
suspect corona melarikan rs persahabatan driver ojek online,1
akun facebook gubernur sumatera barat mahyeldi ansharullah,1
pawai penyambutan prabowo bandung,1
pengadaan gorden rp miliar dasco diganti hilang,0
anggota komisi iii hinca panjaitan kapolri bak matahari malam gelap akibat bintang berjatuhan,0
foto steve ahoki,1
ekor buaya lepas aliran sungai cisadane,1
china bangun rumah sakit lantai,1
video berita populer nadiem makarim mendikbud mndur berita terkini news,1
pria dipenjara mempraktikkan islam china,1
tni al lepas pasukan rimpac latihan perang laut terbesar dunia,0
bem si pastikan absen demonstrasi mahasiswa april,0
mpo apdesi isi pertemuan rumah luhut sepekan silatnas,0
aher visi anies baswedan sejalan pks,0
video uji coba merk air minum mineral kemasan berbahaya,1
jokowi diapit kanselir jerman joe biden sesi foto ktt g,0
jokowi lokasi jamuan makan malam tamu ktt g dibenahi,0
foto presiden jokowi memegang sepeda narasi pahlawan kena pajak sepeda,1
uym sindir uas menceraikan istri halnya kedzaliman,1
presentase bunuh lockdown,1
beli bbm pakai aplikasi mypertamina,1
kapal tenggelam perairan makassar orang tewas,1
video burung garuda,1
pertolongan terkena minyak goreng air panas tepung,1
hadiri deklarasi indonesianies anies baswedan ajak relawan partai nasdem,0
kepala desa teriak jokowi periode luhut,0
kucing berusia setara umur manusia,1
akun twitter bank bri menyediakan pelayanan whatsapp,1
subsidi pulsa rp ribu kuota gb kemendikbud,1
gerindra pkb daftar bareng kpu jazilul soft launching koalisi,0
video penculikan anak dijual diambil jantungnya,1
video ngeri corona italia bersujud,1
shopee hadiah rpjuta diumumkan resmi via sms,1
telur palsu pembungkusnya kertas silicon kuning telurnya,1
politikus senior golkar fahmi idris meninggal pagi,0
pkb ajak gabung gatot nurmantyo kader gugatannya ditolak mk,0
akun facebook bupati gayo lues bantuan dana,1
kobar kota bandung gelar deklarasi jokowi periode,0
wiranto bubarkan dpr selesaikan ruu trorsme fadli zon ciut,1
jokowi resmi izinkan singapura gelar latihan militer laut natuna,0
kabar duka cita innalilahi… ariel noah berita meninggal dunia akibat kecelakaan maut,1
ajak pengusaha berinvestasi ikn jokowi kesempatan emas terulang,0
